datetime,actual_generation,da_forecast,id_forecast,da_forecast_error,id_forecast_error
2022-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-01 06:00:00,3.1952191116175806e-17,3.4262063580859975e-17,3.0197320678070295e-17,2.3098724646841693e-18,-1.7548704381055107e-18
2022-01-01 07:00:00,0.14743400100637621,0.1292418296275324,0.14880951544028556,-0.018192171378843824,0.0013755144339093472
2022-01-01 08:00:00,0.11415295639376,0.12218384989638056,0.11670244939888068,0.008030893502620567,0.0025494930051206816
2022-01-01 09:00:00,0.2987834250690251,0.2730568757880287,0.3130572457152835,-0.025726549280996436,0.014273820646258373
2022-01-01 10:00:00,0.4547636440028014,0.562765926181756,0.4175831274741304,0.10800228217895463,-0.03718051652867099
2022-01-01 11:00:00,0.6133740805625814,0.5052859716513606,0.5706336282682388,-0.10808810891122078,-0.042740452294342535
2022-01-01 12:00:00,0.30796035030727953,0.32987793051000647,0.3172741600359151,0.02191758020272694,0.009313809728635547
2022-01-01 13:00:00,0.43703127218926324,0.3648648674189672,0.4141709643630995,-0.07216640477029607,-0.022860307826163717
2022-01-01 14:00:00,0.41032114877085524,0.4303718631284577,0.41490065241143975,0.020050714357602473,0.004579503640584515
2022-01-01 15:00:00,0.3975725300531029,0.3887518485205916,0.40085097307552,-0.00882068153251131,0.003278443022417088
2022-01-01 16:00:00,0.2921938600498337,0.26625555774342957,0.2896835207159925,-0.02593830230640415,-0.002510339333841205
2022-01-01 17:00:00,0.12509432598702597,0.12645668340508912,0.12254414050350164,0.0013623574180631481,-0.002550185483524328
2022-01-01 18:00:00,2.8342057338331796e-17,3.4592027771400855e-17,2.7904618870271214e-17,6.249970433069059e-18,-4.374384680605821e-19
2022-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-02 06:00:00,3.855085389567909e-17,3.9936864476859315e-17,3.954109887097377e-17,1.3860105811802248e-18,9.902449752946798e-19
2022-01-02 07:00:00,0.16377574139531506,0.17053899789925053,0.16444953821173816,0.006763256503935472,0.0006737968164231001
2022-01-02 08:00:00,0.09245548081863764,0.07870966847730847,0.09569691365296278,-0.01374581234132917,0.003241432834325139
2022-01-02 09:00:00,0.29550612584540425,0.2906469555874308,0.28196297190453,-0.004859170257973444,-0.013543153940874242
2022-01-02 10:00:00,0.4976381708964379,0.4492618387623904,0.5195758587072401,-0.04837633213404752,0.021937687810802187
2022-01-02 11:00:00,0.3945227580181746,0.38754736170042464,0.4045663817542036,-0.00697539631774996,0.010043623736029017
2022-01-02 12:00:00,0.38043496977998603,0.4437076014280426,0.36238947478497885,0.06327263164805658,-0.018045494995007183
2022-01-02 13:00:00,0.25164532188530603,0.20877261454874904,0.26319581384109064,-0.04287270733655699,0.011550491955784614
2022-01-02 14:00:00,0.4807645841554129,0.5076835805464948,0.47590559081384654,0.026918996391081862,-0.004858993341566364
2022-01-02 15:00:00,0.43311634029809587,0.39003507242742647,0.4200606949858207,-0.043081267870669404,-0.013055645312275155
2022-01-02 16:00:00,0.17155601250342756,0.16225692872762393,0.17076060925046554,-0.00929908377580363,-0.0007954032529620125
2022-01-02 17:00:00,0.1436788664050614,0.16113531209180113,0.1379690100922511,0.017456445686739736,-0.005709856312810291
2022-01-02 18:00:00,7.576991732094025e-18,6.754299331112552e-18,7.352838589822641e-18,-8.226924009814728e-19,-2.2415314227138373e-19
2022-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0
2022-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0
