datetime,temperature,irradiance,wind_speed,cloud_cover,solar_elevation
2022-01-01 00:00:00,6.663742999044064,0.0,5.276274074022474,0.0017795691558634141,-57.31163672786924
2022-01-01 01:00:00,8.047464235030409,0.0,4.497241848931711,0.6021752740488819,-55.48185452061485
2022-01-01 02:00:00,11.254365840967901,0.0,10.258722893249953,0.779448860775771,-50.545552098091974
2022-01-01 03:00:00,11.99163291006205,0.0,3.6714726946414658,0.6981873571641164,-43.60648773605714
2022-01-01 04:00:00,14.199548943099634,0.0,7.8292082654445405,0.5331281148148286,-35.6109687884551
2022-01-01 05:00:00,15.165915794296748,0.0,4.74570214561712,0.7550497324959301,-27.205414961693428
2022-01-01 06:00:00,12.65557488316584,0.0,4.371156821031556,0.8971951946277302,-18.840620644388835
2022-01-01 07:00:00,12.822919127466472,0.0,8.484360763675932,0.667998794375376,-10.876433000907733
2022-01-01 08:00:00,10.841335828630541,0.0,5.575373517176281,0.6512207856536288,-3.6461792243614064
2022-01-01 09:00:00,10.275428855764241,32.281232542621886,4.030636741961697,0.26345691503249136,2.5119657949750285
2022-01-01 10:00:00,6.054127602627931,77.28354547975519,7.328835491450617,0.3878847872351612,7.253324847033751
2022-01-01 11:00:00,6.8694908595706545,71.8538037575636,3.9665289463716094,0.5964930144455123,10.257552634072676
2022-01-01 12:00:00,5.87959183128039,160.72857583706423,9.64988060745878,0.17889626001564174,11.288363272130761
2022-01-01 13:00:00,7.5523167576948715,45.39607864677263,7.514189989090957,0.7450707701911259,10.257552634072676
2022-01-01 14:00:00,5.470238085395657,41.92475441062126,5.271712353238969,0.6679399242508415,7.253324847033751
2022-01-01 15:00:00,9.19008171834897,35.74742618376612,8.165287002148508,0.18437068577614757,2.5119657949750285
2022-01-01 16:00:00,8.504961075899596,0.0,7.426015331788973,0.07647578379655595,-3.6461792243614064
2022-01-01 17:00:00,6.12331053447611,0.0,3.4566737043500817,0.531904057430159,-10.876433000907733
2022-01-01 18:00:00,6.027720215337391,0.0,9.404766581408929,0.29275711269128746,-18.840620644388835
2022-01-01 19:00:00,6.614930668925952,0.0,9.84122978812832,0.599810157794072,-27.205414961693428
2022-01-01 20:00:00,4.495619131409039,0.0,7.639895258717243,0.11301021667227995,-35.6109687884551
2022-01-01 21:00:00,5.174811937798658,0.0,9.245788735020838,0.2842738487233317,-43.60648773605714
2022-01-01 22:00:00,4.246378039110391,0.0,6.171093997707987,0.7275291065104428,-50.545552098091974
2022-01-01 23:00:00,6.394557228560121,0.0,5.2981784774073635,0.04858092476794851,-55.48185452061485
2022-01-02 00:00:00,10.48630564451715,0.0,16.39354999378307,0.08110419199906616,-57.230543608307656
2022-01-02 01:00:00,9.523185868387769,0.0,2.9603941340275304,0.07410839552529824,-55.40348798543925
2022-01-02 02:00:00,9.48987560175431,0.0,8.385831877046186,0.851618582981879,-50.47285259460459
2022-01-02 03:00:00,10.458633410118747,0.0,3.467273698206659,0.022896673591072836,-43.5387614449027
2022-01-02 04:00:00,11.920363646395923,0.0,4.687335317184997,0.4201011939415237,-35.54609703569729
