datetime,hour,day_of_week,month,is_weekend,forecast_deviation,forecast_error_ma,da_price,id_spread,price_trend,imbalance_price_lag1,irradiance,cloud_cover,temperature,liquidity_ratio,price_volatility,generation_volatility
2022-01-02 00:00:00,0,6,1,1,0.0,-0.004148682938346034,0.052590000000000005,4.164690131726967,-0.01967666600000001,0.05746687153954684,0.0,0.08110419199906616,10.48630564451715,0.5227782815339088,0.03647987320455788,0.19568847418145796
2022-01-02 01:00:00,1,6,1,1,0.0,-0.004148682938346034,0.048970001000000006,6.757166490134194,-0.04153833183333332,0.05760029499464871,0.0,0.07410839552529824,9.523185868387769,0.7924691520169582,0.03599385718156435,0.19568847418145793
2022-01-02 02:00:00,2,6,1,1,0.0,-0.004148682938346034,0.034939999,6.244132057757893,-0.05780833099999998,0.04546931151796836,0.0,0.851618582981879,9.48987560175431,0.4695051791157493,0.03573459086787411,0.19568847418145793
2022-01-02 03:00:00,3,6,1,1,0.0,-0.004148682938346034,0.029559999,3.976933905065175,-0.06930999866666668,0.029624989517646402,0.0,0.022896673591072836,10.458633410118747,0.04382094510016857,0.03628066602751394,0.19568847418145793
2022-01-02 04:00:00,4,6,1,1,0.0,-0.004148682938346034,0.03397000100000001,2.763298243354479,-0.07499000016666665,0.029152517367253036,0.0,0.4201011939415237,11.920363646395923,0.13057917621537118,0.036755592447392876,0.19568847418145796
2022-01-02 05:00:00,5,6,1,1,0.0,-0.004148682938346034,0.03452,2.909875614821033,-0.07203666683333335,0.03392709732310468,0.0,0.08026286373078162,14.39656097741781,0.05442963806706413,0.037063904143175425,0.19568847418145793
2022-01-02 06:00:00,6,6,1,1,-3.95765605885545e-19,-0.004148682938346034,0.041799999,5.925449698307519,-0.06092166716666666,0.031996936873613845,0.0,0.6866094100952875,9.639134918846741,0.16630659872094414,0.037380918720066734,0.19568847418145793
2022-01-02 07:00:00,7,6,1,1,-0.006089459687512372,-0.004148682938346034,0.048950001,2.8666037945734226,-0.048105000833333335,0.04467452987269895,0.0,0.6724086512154422,11.581739725053083,0.003448302760639713,0.03744807098153403,0.19568847418145793
2022-01-02 08:00:00,8,6,1,1,0.01698724517565431,-0.0031088734432302297,0.060009998,1.3615628880034305,-0.03595666816666667,0.04825665403220961,0.0,0.7614126021248664,13.469178316906842,1.2078035151758855,0.03747506608950873,0.19570778685997298
2022-01-02 09:00:00,9,6,1,1,-0.008683983682900798,-0.004016236186728135,0.070089996,3.1238235555726654,-0.020500001333333323,0.0573921319526736,22.122470153785738,0.5097472931022038,8.232658880319521,4.353228825703586,0.03767037527916588,0.19593358231394728
2022-01-02 10:00:00,10,6,1,1,0.0703140199448497,-0.003146762060768844,0.066260002,3.1124482173318944,-0.0028183345000000054,0.07064717336725704,75.43937049470752,0.40879439598842104,12.942206934449032,71.42281902892489,0.037732590577412156,0.1958262910796342
2022-01-02 11:00:00,11,6,1,1,0.017019020053778977,-0.009662537657143934,0.064540001,3.462826954145399,0.010753332333333324,0.07162431455451367,128.12332977490857,0.2860237839206432,7.67028309137351,1.8180624219086647,0.03785164788021943,0.19890274181284628
2022-01-02 12:00:00,12,6,1,1,-0.08131812664306376,-0.005449507965749316,0.046959999,3.5202992800607706,0.01951666616666666,0.06671987243316962,164.8719914688527,0.16365837399395033,9.650408317327727,0.19611067341211968,0.03786344038467892,0.18101327511189508
2022-01-02 13:00:00,13,6,1,1,0.0544231992923416,-0.0037263808221939137,0.049060001,6.294474768067026,0.022174999666666667,0.044940744177723264,154.60503501668663,0.13845262933801894,7.455842342810606,3.939537129205605,0.03822980526733097,0.1844694391724575
2022-01-02 14:00:00,14,6,1,1,-0.031777989732648226,-0.002505810095788119,0.074989998,5.209761124871711,0.022196666333333344,0.0361940003842695,2.453350718980661,0.98077350481379,7.03700366288937,0.708503339152893,0.03840214485378317,0.17537865847386838
